sample_id,point_id,trajectory_id,step_id,replicate_id,simulation_seed,status,flags,error_class,error_message,runtime_ms
"T0005_S007_R000","T0005_S007",5,7,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",5094
"T0005_S008_R000","T0005_S008",5,8,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",5030
"T0005_S009_R000","T0005_S009",5,9,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",5129
"T0005_S010_R000","T0005_S010",5,10,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",5063
"T0005_S011_R000","T0005_S011",5,11,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",4983
"T0005_S012_R000","T0005_S012",5,12,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",4879
"T0005_S013_R000","T0005_S013",5,13,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5154
"T0005_S014_R000","T0005_S014",5,14,0,2328861214380524331,"INVALID","EC_POPULATION_ZERO;FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",3403
"T0005_S015_R000","T0005_S015",5,15,0,2328861214380524331,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",3309
"T0005_S016_R000","T0005_S016",5,16,0,2328861214380524331,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",3419
"T0005_S017_R000","T0005_S017",5,17,0,2328861214380524331,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",3493
"T0005_S018_R000","T0005_S018",5,18,0,2328861214380524331,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5299
"T0005_S019_R000","T0005_S019",5,19,0,2328861214380524331,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5290
"T0005_S020_R000","T0005_S020",5,20,0,2328861214380524331,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",5260
"T0005_S021_R000","T0005_S021",5,21,0,2328861214380524331,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",3164
"T0005_S024_R000","T0005_S024",5,24,0,2328861214380524331,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",413
"T0006_S003_R000","T0006_S003",6,3,0,-4950019778398733579,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1119
"T0006_S004_R000","T0006_S004",6,4,0,-4950019778398733579,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",1105
"T0006_S006_R000","T0006_S006",6,6,0,-4950019778398733579,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4405
