sample_id,point_id,trajectory_id,step_id,replicate_id,simulation_seed,status,flags,error_class,error_message,runtime_ms
"T0002_S033_R001","T0002_S033",2,33,1,-6426792539126093878,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4447
"T0002_S035_R000","T0002_S035",2,35,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4423
"T0002_S035_R001","T0002_S035",2,35,1,-6426792539126093878,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4492
"T0002_S035_R002","T0002_S035",2,35,2,-3318229283969538899,"INVALID","FIBROBLAST_POPULATION_ZERO;INVALID_DENOMINATOR","","",4452
"T0002_S036_R000","T0002_S036",2,36,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4405
"T0002_S036_R001","T0002_S036",2,36,1,-6426792539126093878,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4465
"T0002_S037_R000","T0002_S037",2,37,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4425
"T0002_S037_R002","T0002_S037",2,37,2,-3318229283969538899,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4507
"T0002_S041_R000","T0002_S041",2,41,0,-8992551566662092893,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",4375
"T0003_S001_R000","T0003_S001",3,1,0,1158854571926757710,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",7433
"T0003_S001_R001","T0003_S001",3,1,1,3876530030344199014,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",7175
"T0003_S001_R002","T0003_S001",3,1,2,820947666153540580,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6954
"T0003_S002_R000","T0003_S002",3,2,0,1158854571926757710,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6088
"T0003_S002_R001","T0003_S002",3,2,1,3876530030344199014,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6093
"T0003_S002_R002","T0003_S002",3,2,2,820947666153540580,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6156
"T0003_S003_R000","T0003_S003",3,3,0,1158854571926757710,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",2619
"T0003_S003_R001","T0003_S003",3,3,1,3876530030344199014,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",2814
"T0003_S003_R002","T0003_S003",3,3,2,820947666153540580,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",2500
"T0003_S005_R000","T0003_S005",3,5,0,1158854571926757710,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",1680
"T0003_S005_R001","T0003_S005",3,5,1,3876530030344199014,"INVALID","EC_POPULATION_ZERO;MACROPHAGE_POPULATION_ZERO;INVALID_DENOMINATOR","","",1490
"T0003_S005_R002","T0003_S005",3,5,2,820947666153540580,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",1023
"T0003_S006_R000","T0003_S006",3,6,0,1158854571926757710,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",1682
"T0003_S006_R001","T0003_S006",3,6,1,3876530030344199014,"INVALID","EC_POPULATION_ZERO;MACROPHAGE_POPULATION_ZERO;INVALID_DENOMINATOR","","",1236
"T0003_S006_R002","T0003_S006",3,6,2,820947666153540580,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",1100
"T0003_S012_R002","T0003_S012",3,12,2,820947666153540580,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",1816
"T0003_S013_R000","T0003_S013",3,13,0,1158854571926757710,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",1636
"T0003_S013_R001","T0003_S013",3,13,1,3876530030344199014,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",2126
"T0003_S013_R002","T0003_S013",3,13,2,820947666153540580,"INVALID","EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",2088
"T0003_S014_R000","T0003_S014",3,14,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",10460
"T0003_S014_R001","T0003_S014",3,14,1,3876530030344199014,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",10456
"T0003_S014_R002","T0003_S014",3,14,2,820947666153540580,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",6588
"T0003_S015_R000","T0003_S015",3,15,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",9198
"T0003_S015_R002","T0003_S015",3,15,2,820947666153540580,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",12518
"T0003_S023_R000","T0003_S023",3,23,0,1158854571926757710,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",11132
"T0003_S023_R001","T0003_S023",3,23,1,3876530030344199014,"EXTINCT","TUMOR_EXTINCT;EC_POPULATION_ZERO;INVALID_DENOMINATOR","","",9390
"T0003_S023_R002","T0003_S023",3,23,2,820947666153540580,"EXTINCT","TUMOR_EXTINCT;INVALID_DENOMINATOR","","",11339
